,type,title,year,month,id,genre,score,directores,guionistas,actores,resumen,sinopsis,duracion
203,movie,Yo vi tres luces negras,2024.0,5.0,tt30441039,Drama,7.1,['Santiago Lozano Álvarez'],"['Santiago Lozano Álvarez', 'Fernando del Razo']","['John Alex Castillo', 'Carol Hurtado', 'Jesús María Mina']","An old man enters the Colombian jungle seeking a peaceful place to die, but paramilitary soldiers controlling the area threaten his journey to death.",,87.0
204,movie,Nayab,2024.0,1.0,tt30448138,Drama,7.5,['Umair Nasir Ali'],"['Ali Abbas Naqvi', 'Basit Naqvi']","['Yumna Zaidi', 'Jawed Sheikh', 'Fawad Khan']","With the support of her older, married brother, a young woman rebels against her parents' expectations and trains to become a cricket player for Pakistan's national team.",,153.0
205,movie,Palayam PC,2024.0,1.0,tt30454120,Drama,5.5,['V.M. Anil'],"['Vijilesh Karuvaloor', 'Sathyachandran Poyilkavu']","['Rahul Madhav', 'Kottayam Ramesh', 'Maala Parvathi']","A middle-aged police officer in India is content with his quiet night shifts until being tasked to protect a threatened female activist, forcing him into action.",,118.0
206,movie,Bei wo nong diu de ni,2024.0,3.0,tt30460177,Drama,6.1,['Han Yan'],['Zhi Zheng'],"['Aneliese Roettger', 'Jianci Tan', 'Jingyi Zhang']","Bai Xiao Yu meets Wang Jin Jin for the first time in the summer of 2010 during their college entrance exams. However, she slips through his fingers and they don`t see each other again until an unexpected meeting during college graduation season. The pair fall in love and date, bu... Leer todo",,113.0
207,movie,Jatta Dolie Naa,2024.0,1.0,tt30462882,Drama,8.1,['Bhupinder Singh Bambrah'],"['Nasir', 'Sonu Saggu', 'Yashpal']","['Kirandeep Rayat', 'Prabh Grewal', 'Jarnail Singh']","Story of a spoiled brat who, against all odds, competes in the national Sikh martial arts championship to fight for the love of his life.",,136.0
208,movie,Sesh Bazi,2024.0,1.0,tt30467511,Drama,6.2,['Mehedi Hasan'],"['Mehedi Hasan', 'Prvez Shumon']","['Shirin Shila', 'Subrata Barua', 'Mahmudul Islam Mithu']",,,132.0
209,movie,Führer und Verführer,2024.0,9.0,tt30467885,Drama,6.7,['Joachim Lang'],['Joachim Lang'],"['Robert Stadlober', 'Fritz Karl', 'Franziska Weisz']",El ministro de propaganda nazi Joseph Goebbels es el encargado de conseguir el apoyo de la opinión pública al Holocausto y a la guerra que Hitler está a punto de comenzar.,,135.0
210,movie,Perennial Light,2024.0,11.0,tt30468799,Drama,7.0,['Colin Hickey'],['Colin Hickey'],"['Liam Cotter', 'Clara Rose Hickey', 'Colin Hickey']","In coastal Ireland, a young boy makes the journey from childhood to adulthood, where the haunting memory of his best friend's sudden death triggers a turbulent inner struggle. As he grapples with dark and existential thoughts, the young fisherman embarks on a quest for healing an... Leer todo","In the tranquil expanse of a remote farm near a coastal town, ""Perennial Light"" unfolds the tender relationship between a young girl, her mother, and a boy from the town. Their unique bond transcends age, as the girl's innocence, her mother's nurturing spirit, and the boy's latent alpha qualities create a harmonious dynamic, offering comfort and contentment in their shared existence.Tragedy strikes when the young girl inexplicably passes away, casting a shadow over the once-idyllic landscape. Overwhelmed by grief, the boy retreats into solitude, haunted by thoughts of death and struggling to make sense of the immense loss. Despite his intentions to console the grieving mother, he finds himself unable to face the painful reality and turns away. In search of solace, the boy seeks the companionship of other boys, hoping to find comfort in their shared experiences. However, the absence of the nurturing influence of the girl and her mother leaves him adrift.As time unfolds, the boy transitions into his teenage years, marked by the emergence of dark existential thoughts and a profound sense of emotional distance. His struggle to form new connections is particularly evident in his interactions with a teenage girl who mirrors his vulnerability.Now an adult, a husband and a parent to two young children, the man's being is a result of what has manifested over the time; cold, distant and cruel. The saving grace in his turbulent world is his wife, a woman who mirrors the nurturing spirit of the mother of the young girl. As the man navigates the complexities of parenthood and the challenges of his own internal struggles, his wife becomes a guiding force. It is in her presence that he begins to unravel the layers of his own emotional turmoil and confront the unresolved grief that has lingered throughout his life.",82.0
211,movie,On+Ona,2024.0,2.0,tt30474564,Drama,7.5,['Aleksandra Frank'],"['Larisa Bravitskaya', 'Aleksandra Frank']","['Vasiliy Bochkaryov', 'Sergey Bondarchuk', 'Larisa Bravitskaya']","The film is based not only on the storylines of the characters, but also on the principle of continuous dialogue between the actors and the audience about what love is. Each of the five short stories of different genres brings the characters to a critical moment for making a deci... Leer todo",,93.0
212,movie,Podrostki. Pervaya lyubov,2024.0,8.0,tt30474682,Drama,6.0,['Svyatoslav Podgaevskiy'],"['Ivan Kapitonov', 'Svyatoslav Podgaevskiy']","['Aleksey Onezhen', 'Aleksandra Tikhonova', 'Anton Artemev']","Oleg is a high school student who, together with his friends, engages in petty theft. Olga is the daughter of a military man who controls her every move.",,107.0
213,movie,Muzhskoe slovo,2024.0,9.0,tt30475140,Drama,5.5,['Sarik Andreasyan'],['Sergey Volkov'],"['Pavel Priluchnyy', 'Yuriy Tsurilo', 'Ekaterina Stulova']","After an accident, ten-year-old Ilya falls into a coma. His father Andrey is on duty at his son's bedside in the hospital, but the attending physician reports that the boy will have to be disconnected from the life support apparatus - this is the law. Andrey offers money, tries t... Leer todo",,94.0
214,movie,Vstretimsya vchera,2024.0,10.0,tt30475201,Drama,7.9,['Aleksandr Boguslavskiy'],"['Viktor Bondaryuk', 'Andrey Gavrilov']","['Aglaya Tarasova', 'Artyom Tkachenko', 'Nadezhda Markina']","Sergey and Anya are on the verge of divorce. Over the course of several years of family life, they managed to get deeply into each other. Anya, not unreasonably, considers Sergey a goofball, unsuitable for family life. Sergey is fed up with his wife's constant irritability; he is... Leer todo",,83.0
215,movie,Kintsukuroi,2024.0,6.0,tt30476184,Drama,9.1,['Kerwin Berk'],['Kerwin Berk'],"['Ryan Takemiya', 'Kealani Kitaura', 'Ken Takeda']","Kintsukuroi depicts the internment of 120,000 Japanese Americans by President Roosevelt during WWII, following two families from the Western prison camps to European battlefields as they endure injustice yet maintain dignity amidst ordeal.",,130.0
216,movie,Haikyu!! The Dumpster Battle,2024.0,2.0,tt30476486,Drama,7.8,['Susumu Mitsunaka'],"['Haruichi Furudate', 'Susumu Mitsunaka']","['Ayumu Murase', 'Kaito Ishikawa', 'Yûki Kaji']","El instituto Karasuno superó la ronda preliminar del Torneo de Voleibol de Harutaka, en la prefectura de Miyagi, en el que participaron equipos muy potentes, y pasó a la tercera ronda.",,85.0
217,movie,#OOTD: Outfit of the Designer,2024.0,1.0,tt30476508,Drama,5.9,['Dimas Anggara'],"['Indra Bayu', 'Tassia Mariska', 'Delly Malik Muharyoso']","['Rangga Nattra', 'Jihane Almira', 'Derby Romero']",An Indonesian fashion designer studying in England finds her career compromised by an intoxicating love affair that challenges her dreams and values.,,107.0
218,movie,Table for Six 2,2024.0,2.0,tt30478127,Drama,5.4,['Sunny Chan'],['Sunny Chan'],"['Stephy Tang', 'Louis Cheung', 'Ivana Wong']",Three brothers marry on the same day and an eccentric group of family members attend.,,133.0
219,movie,Sahmeran Efsanesi-Tulhan,2024.0,1.0,tt30484671,Drama,6.3,['Volkan Zengin'],['Volkan Zengin'],"['Adem Arslan', 'Eslam Babalar', 'Murat Ensaroglu']",Tulhan and his family contract a fatal disease. Tulhan goes on a dangerous journey for treatment. He reaches Shahmeran with this journey.,,
220,movie,Song of All Ends,2024.0,1.0,tt30486118,Drama,5.4,['Giovanni C. Lorusso'],['Giovanni C. Lorusso'],"['Abdullah Alhaddad', 'Bouthina Alhaddad', 'Ghaleb Alhaddad']","The film follows the life of a family of 6 in the Shatila camp. Slowly, through hardship and dreams, we discover a family grieving the loss of their youngest daughter passed away during the 2020 Beirut port explosion.",,73.0
221,movie,Delivery Boy,2024.0,2.0,tt30486891,Drama,8.4,['Mohsin Khan'],"['Ram Khatmode', 'Vinod Vanve']","['Prathamesh Parab', 'Prithvik Pratap', 'Ankita Landepatil']","Small-time real estate agents Bhau and Chochya encounter Dr. Amruta Deshmukh, who aims to establish a surrogacy hospital. Their journey to make her vision a reality unfolds.",,125.0
222,movie,Antwan,2024.0,1.0,tt30487211,Drama,7.5,['Jordan Marcel'],['Jordan Marcel'],"['Shaunii Arcé', 'Pha Baby', 'Jamel Bonneau']","After the death of his mother, Antwan is forced to adapt on his own. After connecting with a Few friends that were there to support him, he gets involved with the streets. Things take a quick turn for the worse, as Antwan's only goal is to survive.",,90.0
223,movie,Avram Iancu Împotriva imperiului,2024.0,1.0,tt30478196,Drama,6.2,['Theo Thorn'],"['Alex Molico', 'Theo Thorn']","['Horia Fedorca', 'Damian Victor Oancea', 'Alin Panc']","La Revolución de 1848 despierta a las naciones europeas. En Transilvania, los rumanos se agrupan en torno a Avram Iancu, un abogado de 24 años que se convierte en el líder militar que dirige el ejército de la resistencia.",,
224,movie,Matka v trapu,2024.0,2.0,tt30490537,Drama,4.1,['Hana Hendrychová'],['Uljana Donátová'],"['Petra Hrebícková', 'Lenka Vlasáková', 'Jaroslav Plesl']",,,
225,movie,Pulse of the Dance,2024.0,2.0,tt30490854,Drama,5.4,['Georgi D. Kostov'],"['Georg Kiryakov', 'Georgi D. Kostov']","['Sarah Draguleva', 'Niki Iliev', 'Rayna Karayaneva']",Life is more than just a loss. Pulse of the Dance is a movie about the price of success.,,95.0
226,movie,As Aves,2024.0,3.0,tt30493206,Drama,,['Pedro Magano'],['Pedro Magano'],"['Mafalda Rocha', 'Gustavo Sumpta']",,,73.0
227,movie,Balance,2024.0,2.0,tt30494433,Drama,,['Spencer Brabham'],['Spencer Brabham'],"['Morgane Bensadoun', 'Spencer Brabham', 'Mark Doherty']","Several years after the tragic loss of his brother, 18-year-old Stephen strives to be the perfect son for his grieving parents. The entrance of Ellie, a new student at his school, compels him to prioritize his own life over familial expectations. This sets Stephen on a transforma... Leer todo",,
228,movie,Maçãs no Escuro,2024.0,1.0,tt30494881,Drama,,['Tiago A. Neves'],['Tiago A. Neves'],"['Edson Aquino', 'Henrique Casanova', 'Carmen de Jesus']",,,108.0
229,movie,Bao kuan hao ren,2024.0,10.0,tt30497082,Drama,5.5,"['Hao Ning', 'Lei Xu']","['Xiaodan Liu', 'Ang Wang']","['You Ge', 'Xueqin Li', 'Haoyu Yang']","Taxi driver Zhang Beijing was devastated at his son's wedding, and met single mother Li Xiaoqin. By chance, he became an influencer, and his sudden fame unexpectedly allowed him to gain everything he wanted.",,113.0
230,movie,Electric Feel,2024.0,12.0,tt30497438,Drama,,['Sean Bell'],['Sean Bell'],"['Naomi Belet', 'Yarno Rohling', 'Nick Launchbury']",,,100.0
231,movie,Little Falls,2024.0,8.0,tt30498406,Drama,,['Patrick David'],['Patrick David'],"['Patrick David', 'MaryCaroline Gibson', 'Jessie Gilson']",,,
232,movie,"Chroniques fidèles survenues au siècle dernier à l'hôpital psychiatrique Blida-Joinville, au temps où le Docteur Frantz Fanon était chef de la cinquième division entre 1953 et 1956",2024.0,2.0,tt30517184,Drama,7.1,['Abdenour Zahzah'],['Abdenour Zahzah'],"['Omar Boulakirba', 'Alexandre Desane', 'Nicolas Dromard']","Frantz Fanon, un influyente político y activista, trabaja como psiquiatra en Argelia de 1953 a 1956, pionero de nuevas terapias sociales para abordar el impacto psicológico del racismo durante el movimiento de descolonización.",,90.0
233,movie,Mit einem Tiger schlafen,2024.0,4.0,tt30517551,Drama,7.0,['Anja Salomonowitz'],['Anja Salomonowitz'],"['Birgit Minichmayr', 'Carl Achleitner', 'Laura Bleimund']",A poetic portrait of the Austrian painter Maria Lassnig.,,107.0
234,movie,Comme le feu,2024.0,7.0,tt30521164,Drama,6.5,['Philippe Lesage'],['Philippe Lesage'],"['Noah Parker', 'Arieh Worthalter', 'Aurélia Arandi-Longpré']","Seventeen-year-old Jeff stays at film director Blake Cadieux's wilderness lodge after being invited by friend Max's family. When strange events occur, Jeff suspects something is amiss with the director and his retreat.",,161.0
235,movie,Bedspacer,2024.0,1.0,tt30524053,Drama,4.6,['Carlo Obispo'],"['Steve Sanchez', 'Matt Teves']","['Christine Bermas', 'Micaella Raz', 'Matt Francisco']",La tórrida obsesión de Janice por imitar a Lexi las impulsa al estrellato universitario. Pero oscuros secretos difuminan los límites entre la autenticidad y el engaño seductor.,,90.0
236,movie,"Palipat-lipat, papalit-palit",2024.0,1.0,tt30524107,Drama,5.1,['Roman Perez Jr.'],['Ronald Espinosa Batallones'],"['Victor Relosa', 'Denise Esteban', 'Aiko Garcia']",Un huésped se convierte en pesadilla. La historia gira en torno al protagonista y su esposa. Una invitada no deseada y su deseo arruinan su vida personal. A ver quién gana entre la lujuria y el amor.,,90.0
237,movie,Fire on Water,2024.0,1.0,tt30526246,Drama,7.4,['Shanjey Kumar Perumal'],"['Sivanantham Perianan', 'Shanjey Kumar Perumal']","['Karnan G. Crack', 'Rubini Sambanthan', 'Rupini Krishnan']","Karthi, a disgruntled assistant on commercial productions, is working on an honest, personal film script, but his project is without industry backers. In the dispiriting pursuit of his dream, he loses his love and sinks into alcoholism, until he meets a kindred spirit adrift in t... Leer todo",,
238,movie,Troy the Bharat Putra,2024.0,9.0,tt30577309,Drama,7.5,['Kumaar Aadarsh'],"['Kumaar Aadarsh', 'Anuja Jain', 'Shailendra Mishra']","['Kumaar Aadarsh', 'Anuja Jain', 'Sanjeev Srivastava']",Un oficial del ejército Bharat y su esposa Nandini encuentran un perro abandonado. Troy se convierte en soldado de cuatro patas del ejército indio. El mayor Bharat va a una misión y desaparece. Troy va en busca de su padre Bharat.,,134.0
239,movie,Dereva,2024.0,3.0,tt30581124,Drama,,['Future D. Fidel'],"['Future D. Fidel', 'Devotha Mayunga']","['Grace Halifa Chere', 'Estemery Daud', 'Lilian Fabien']",Tim goes to Dar Es Salaam to find a job for his mother's medical treatments. His job as a driver at Great Living Hotel is unpacking more than he can handle.,,86.0
240,movie,Car Show Kings,2024.0,11.0,tt30581386,Drama,,"['Chinedu Ernesto', 'Puncho Villashio']","['Tyler Chronicles', 'Chinedu Ernesto', 'Puncho Villashio']","['Puncho Villashio', 'Anika Fourcand', 'Clifton Powell']","""Car Show Kings"" is a captivating urban drama that combines the passion for classic cars, the pursuit of dreams, and the transformative power of love, delivering a thrilling narrative set against the backdrop of Pompano Beach, FL.","-Act 1: Born to Dream**
Growing up in the city's vibrant streets, Puncho always dreamt of being a part of the exclusive league known as the ""Car Show Kings."" His heart is set on owning a classic Donk, a symbol of status and heritage in the community. However, given the high costs involved, the dream seems out of reach. Puncho resolves to work hard to achieve his aspiration despite the skepticism from his surroundings.-Act 2: Love's Intersection**
As Puncho immerses himself in the world of Donks, Starr, a spirited and determined woman, enters his life. Initially resistant to the idea of romance, Puncho is pursued by Starr, who sees beyond the metal and chrome. Together, they navigate the complexities of building relationships amidst Puncho's unwavering passion for cars. Starr becomes Puncho's ally, determined to help him achieve his dream.-Act 3: Revving Up the Journey**
With Starr's support and the mentorship of Uncle Slim, a seasoned car enthusiast, Puncho's dream begins to take shape. The duo faces challenges from the tight-knit community and financial setbacks, testing the strength of their bond. The Donkmaster, a legendary figure in the car world, makes special appearances, presenting both opportunities and obstacles on Puncho's path to becoming a Car Show King.-Act 4: Trials and Triumphs**
The journey intensifies as Puncho and Starr encounter unexpected twists and turns. Family secrets, rivalries, and a mysterious past threaten to derail Puncho's dream. However, their love and determination prevail, turning obstacles into opportunities. As Puncho's customized Donk takes shape, the couple finds themselves at the center of the highly competitive world of Car ShowKings.-Act 5: Crowning Glory**
In the final act, ""Car Show Kings"" reaches its crescendo as Puncho, with ""Starr by his side"", unveils his masterpiece at the grand carshow. The film celebrates not only the beauty of the classic Donk but also the triumph of love, friendship, and the continuation of Puncho's family legacy. The legacy is not just in the gleaming car but in the relationships forged along the way.-Special Appearances:**
**The Donkmaster:** Adding an authentic touch to the film, The Donkmaster's appearances bring excitement and credibility to Puncho's journey.**Puncho Villashio:** In the lead role, Puncho delivers a compelling performance, capturing the struggles and triumphs of a dreamer in the world of Car Show Kings.**Nava as Uncle Slim:** Serving as Puncho's mentor, Nava's portrayal adds wisdom and depth to the narrative.**Anika Fourcand as Starr:** Making a stunning debut, Anika's charismatic performance breathes life into the character, showcasing the transformative power of love.**Shonse Joseph as Snupe:** With a scene-stealing debut, Shonse's character adds a dynamic element, contributing to the challenges and victories faced by Puncho and Starr.",80.0
241,movie,Onty Bunty Love Story,2024.0,1.0,tt30587816,Drama,8.8,['Yatish Pannasamudra'],['Yatish Pannasamudra'],"['Yatish Pannasamudra', 'Vaibhav Vardhan', 'Shweta S Bhat']",Onty is desperately in need of a girlfriend. To fulfill his wish he takes help from his best friend Bunty but finds shocking twists and turns which might put their friendship in danger.,,
242,movie,Nilavuku Enmel Ennadi Kobam,2024.0,12.0,tt30590474,Drama,,['Dhanush'],['Dhanush'],"['Priyanka Arulmohan', 'Mathew Thomas', 'Pavish V.']",,,
243,movie,LLB: Life Line of Bachelors,2024.0,2.0,tt30608802,Drama,8.1,['A. M Sidhique'],['A. M Sidhique'],"['Sreenath Bhasi', 'Vishak Nair', 'Aswath Lal']","The life of three LLB students named Sibi, Sanju, and Salmaan.",,122.0
244,movie,Milk Teeth,2024.0,1.0,tt30624201,Drama,6.1,['Sophia Bösch'],"['Sophia Bösch', 'Roman Gielke']",[],"Skalde lives in a small rural community, far from a world that may no longer exist. She is an interloper in her own home, having been born to an 'outsider' mother and therefore marked by a social stigma she cannot easily erase. Displaying a loyalty to the codes of the community, ... Leer todo",,97.0
245,movie,From the Ashes,2024.0,1.0,tt30629563,Drama,5.1,['Khalid Fahad'],['Abdulhakeem Hakeem'],"[""Alshaima'a Tayeb"", 'Khairia Abu Laban', 'Adwa Fahad']","Un día de colegio aparentemente normal acaba en un desastre impensable cuando se produce un misterioso incendio en el sótano de la escuela. El caos, el pánico y la confusión reinan entre alumnos y profesores.",,90.0
246,movie,Sridevi Prasanna,2024.0,2.0,tt30632761,Drama,8.7,['Vishal Modhave'],['Aditi Moghe'],"['Sulabha Arya', 'Siddharth Bodke', 'Siddharth Chandekar']","Despite family pressure, Sridevi and Prasanna challenge conventional ideas about love and romance, finding a unique connection.",,127.0
247,movie,The filth of the Internet,2024.0,8.0,tt30647093,Drama,,['Daniil Dubrovsky'],['Daniil Dubrovsky'],"['Daniil Dubrovsky', 'Kulsha Savely', 'Timofey Shnitko']",,,86.0
248,movie,Karinyo Brutal,2024.0,1.0,tt30691232,Drama,4.3,['Jose Javier Reyes'],['Jose Javier Reyes'],"['Apple Dy', 'Benz Sangalang', 'Armani Hector']","When a battered mistress meets her neighbor, she knows he will be her perfect escape plan. But things turn chaotic when their plan backfires.",,91.0
249,movie,Tian ma liu xing,2024.0,,tt30691420,Drama,,['Xiaofeng Li'],"['Tiancheng Chen', 'Xiaofeng Li', 'Luyang Xu']","['Victor Ma', 'Alan Aruna']",,,
250,movie,Broken by Love,2024.0,3.0,tt30693534,Drama,,['Keith Lakean Powell'],['Keith Lakean Powell'],"['Yevonka Barksdale', 'Patrick Greene', 'LaNita Johnson']",A woman must make a choice either to stay in her Violent relationship or Get out but either way it will lead to a deadly outcome,,
251,movie,Rambut Kafan,2024.0,1.0,tt30743567,Drama,6.5,['Helfi C.H. Kardit'],['Helfi C.H. Kardit'],"['Yama Carlos', 'Nita Gunawan', 'Virnie Ismail']","Anwar is a successful and hardworking businessman, Tari's daughter. For almost 3 years, Tari has been taking care of her mother, Mirna. Before Mirna died, Mirna said something that Tari couldn't hear clearly. In a sad incident, Suban, Anwar's younger brother, came and asked for a... Leer todo",,98.0
252,movie,The Strings Attached,2024.0,4.0,tt30743731,Drama,7.8,"['Grace Holbrook', 'Alan Mata']",[],"['Gavin Averhoff', 'Quinn Bennett', 'Esther Clark']","When eternal pessimist Ryan begins to believe his own dark imagination, he slowly loses grasp on reality and starts living out his worst fears. As broken relationships and isolation result, can an unexpected new friend open his eyes and pull him from the brink?",,
253,movie,Trikanya,2024.0,3.0,tt30745222,Drama,9.4,['Anupam Patnaik'],['Manash Padhiary'],"['Sijan Mahapatra', 'Nishant Majithia', 'Manoj Mishra']","A sweeping anthology film about love, lust and sacrifice.",,
254,movie,Dziewczyna influencera,2024.0,2.0,tt30749092,Drama,3.2,['Szymon Gonera'],"['Szymon Gonera', 'Tomasz Jawor']","['Karina Razner', 'Olga Kalicka', 'Kamil Wodka']",Popular internet star Zosia finds out her YouTuber boyfriend cheats on her during a sponsored trip with Viola.,,90.0
255,movie,Jhopadpatti,2024.0,3.0,tt30762487,Drama,9.0,"['Parth Y. Bhatt', 'Prasanta Sahoo']",['Parth Y. Bhatt'],"['Dishita Bhatt', 'Bhavwini Gandhi', 'Bhavini Jani']","An orphan rises from a slum to an IAS officer, showcasing the trans formative force of community and unyielding determination in this powerful film.",,121.0
256,movie,Deenamma Jeevitham,2024.0,1.0,tt30765728,Drama,6.1,['Muorali Ramaswamy'],['Muorali Ramaswamy'],"['Dev Ballani', 'Priya Chohan', 'Saritha Chohan']",Dev who is working in the film direction department after getting married he gets a call while taking his selfie on his mobile..,,128.0
257,movie,Missing You This Christmas,2024.0,11.0,tt30765859,Drama,2.5,['Nakia T Hamilton'],[],"['Rese Cheri', 'Joshua T. Shipman', 'Madison Warren-Coombs']","Carmen's family has an annual Christmas tradition. Her mother's sudden death makes her lose holiday spirit. Her late father's spirit visits, encouraging her to keep hope alive and continue the tradition.",,
258,movie,Sleep,2024.0,1.0,tt30766908,Drama,,['Juha Lilja'],['Juha Lilja'],['Juha Lilja'],"A thought-provoking sequel to Juha Lilja's original avantgarde masterpiece explores the flip side of digital existence. In a more than 5-hour cinematic odyssey, Lilja stays 'awake,' immersed in the hypnotic glow of his mobile phone.",,321.0
259,movie,Jorge da Capadócia,2024.0,4.0,tt30768673,Drama,6.4,['Alexandre Machafer'],['Matheus Souza'],"['Alexandre Machafer', 'Roberto Bomtempo', 'Ricardo Soares']","Jorge, capitán del ejército, se enfrentó al dilema de ser fiel a sus creencias o seguir las órdenes del emperador romano Diocleciano cuando este persiguió a los cristianos.",,119.0
260,movie,The Last Frenzy,2024.0,5.0,tt30768761,Drama,5.3,['Rina Wu'],['Rina Wu'],"['Bing Jia', 'Zhuo Tan', 'Shenyang Xiao']","Jia Youwei (played by Jia Bing) is the undisputed spokesperson for the ""Money Saving Gate"" and the proud son of heaven who is far ahead in the stingy race. He spent half his life searching and didn't dare to spend money with his life. He didn't expect to spend money with his life... Leer todo",,107.0
261,movie,Mangai,2024.0,3.0,tt30769049,Drama,6.0,['Gubenthiran Kamatchi'],['Gubenthiran Kamatchi'],"['Anandhi', 'Shivin Ganesan', 'Dushyanth Jayaprakash']","A male perspective recounts a woman's experiences, highlighting the distinctions between the perspectives of men and women.",,118.0
262,movie,Rangasamudra,2024.0,1.0,tt30769191,Drama,9.1,['Rajkumar Aski'],[],"['Mimicry Gopi', 'Divya Gowda', 'Divya Gowda']","In rural Karnataka an arrogant rich man publicly insults a beloved elder musician. The old man's grandson defiantly vows to teach him to drive, striving to restore his grandfather's dignity",,
263,movie,Draussen brennt's,2024.0,1.0,tt30778586,Drama,,['Ella Haas'],[],"['Lukas Hanus', 'Christina Hilkens', 'Salome Kießling']",,,85.0
264,movie,Sach Ki Jeet,2024.0,1.0,tt30781779,Drama,8.3,['Raahul Mouje'],['Kali Ram Tomar'],"['Sunnyy Singh', 'Harsha Nikam', 'Rajkumar Duva']",Sach Ki Jeet depicts the importance of truth and law and the movie revolves around the dispute over land and conflict among people.,,
265,movie,Snatched a Billionaire to be My Husband,2024.0,1.0,tt30782199,Drama,7.4,['Paige Compton'],['Madam X'],"['Grace Woods Swanson', 'Jarred Harper', 'Courtney Lynn Green']","Cora, antaño una multimillonaria heredera, está ahora en bancarrota. Lucha por mantener a su madre enferma y un multimillonario de corazón frío se enamora de ella. Ambos encuentran el amor verdadero, demostrando que trasciende la riqueza.",,70.0
266,movie,Cinema Bruciato,2024.0,1.0,tt30787489,Drama,,['Clemens Klopfenstein'],"['Maria Kaur Bedi', 'Clemens Klopfenstein']","['Tina Engel', 'Bruno Ganz', 'Mathias Gnädinger']","In a burnt-down cinema, an older director waits to receive an award and is questioned by a younger camerawoman. A found-footage film of ruins, stones, relics and sarcophagi. A bottom line with debris and dead actors.",,78.0
267,movie,Humanity Without a Home: Malachi's Redemption,2024.0,3.0,tt30787965,Drama,,['Armahn Robinson'],['Armahn Robinson'],"['Tonya Ashe', 'Suless Burton', 'Veronica Dillard']",A homeless man is forced to confront his traumatic past while mentoring a wayward teen on the streets of Chicago. Malachi is an intelligent businessman who is now homeless.Troy is an irresponsible young man. They now must work together.,,75.0
268,movie,Pastkarte no Romas,2024.0,1.0,tt30788360,Drama,7.3,['Elza Gauja'],"['Elza Gauja', 'Elizabete Lukso-Razinska']","['Indra Burkovska', 'Janis Jarans', 'Ivars Brakovskis']","Ernests (70) and Alvine (64), two married postal workers, have developed a scheme to win a trip to Rome, but Alvine's rapidly progressing Alzheimer's disease complicates their scheme.",,88.0
269,movie,The Devil is on my Track,2024.0,1.0,tt30789359,Drama,,['Wade Howard'],['Wade Howard'],"['Kandice Bland', 'Christine Jasmone Craig', 'Judith Gardner']",,,
270,movie,Avantyura,2024.0,1.0,tt30791209,Drama,5.6,['Garik Petrosyan'],['Garik Petrosyan'],"['Marina Antonova', 'Ekaterina Kabak', 'Maksim Kostromykin']","Single friends are looking for romantic adventures on New Year's Eve and invite strangers to visit. Pharmacist Sima was abandoned by her fiancé three years ago just before the wedding, and she was never able to find happiness. In order not to be bored on the coming New Year's Eve... Leer todo",,90.0
271,movie,W.O.B.L.E.M. (When Will Our Black Lives Ever Matter?),2024.0,1.0,tt30797179,Drama,8.2,['Jameil Player'],['Timeka Scott'],"['Naudia Carter', 'Lindsay Cox', 'Hathor Varnika Craig-De Devi']","When Will Our Black Lives Ever Matter is a film that addresses a variety of topics throughout the Black Lives Matter movement while presented through a variety of shorts: Meet Cadence, The Talk, Ebony and Ivory, TOKEN, and Black On Black.",,61.0
272,movie,Prem No Padkar,2024.0,1.0,tt30801353,Drama,,['Satrugan Gauswami'],['Vala Gajjar'],"['Hitu Kanodia', 'Mamta Soni', 'Moni Patel']",,,
273,movie,The Burned Hand,2024.0,1.0,tt30801826,Drama,8.7,['Achille Brunet'],['Achille Brunet'],"['Achille Brunet', 'Vincent Brunet', 'Maël Bizeul']","On a stormy night, Dr. Maxwell burns his right hand with acid while trying to test a fireproof product. He bandages the wound but the next morning, his hand has increased in temperature and burned the bandage. A desperate attempt to cure the mutation begins as it slowly changes h... Leer todo",,85.0
274,movie,The Reflected Self,2024.0,6.0,tt30803901,Drama,8.7,['Kelvin Richards'],['Kelvin Richards'],"['Daisie Boyes', 'Marielle Clare', 'Barney Jones']","Dion awakes in a different reality. His existence is thrown into uncertainty as he begins to transcend between a real and projected world within his own mind, a projection that was created to mask the events of his traumatic past.",,101.0
275,movie,Shambhala,2024.0,11.0,tt30804400,Drama,7.1,['Min Bahadur Bham'],"['Min Bahadur Bham', 'Abinash Bikram Shah']","['Thinley Lhamo', 'Sonam Topden', 'Tenzing Dalha']","In a Himalayan polyandrous village, pregnant PEMA faces scrutiny as her husband vanishes. With her monk brother-in-law, her de facto spouse, she seeks him in the wild, unraveling her own self-discovery along the journey",,150.0
276,movie,Shahid,2024.0,8.0,tt30808146,Drama,6.7,['Narges Kalhor'],"['Aydin Alinejadsomeeh', 'Narges Kalhor']","['Baharak Abdolifard', 'Nima Nazarinia', 'Saleh Rozati']",SHAHID is a political drama and a desperate comedy at the same time.SHAHID is a personal film that questions all kinds of radical ideologies - and doesn't always take itself too seriously.,,84.0
277,movie,Hakki,2024.0,4.0,tt30810790,Drama,6.7,['Hikmet Kerem Özcan'],[],"['Bülent Emin Yarar', 'Hülya Gülsen Irmak', 'Cem Zeynel Kiliç']","Middle-aged HAKKI lives in a historical Aegean village with his family. He provides for them by selling statuettes in front of the nearby ancient city as well as guiding local tours. The region harbors business opportunities as touristic interest booms; however, HAKKI fails to ca... Leer todo",,98.0
